filePath,fileType,status,confidence,reason,referencesFound,dynamicUsagePossible,referencedOnlyByTests,referencedOnlyByUnusedFiles,validationSuggested
"src/app/apps/direccion.luxuryapp/juntas-comite/presentacion-junta-comite/file-section.ts","component","QUARANTINE_CANDIDATE","HIGH","FileSection sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/mantenimiento.luxuryapp/catalogos-tickets-mantenimiento/catalogo-activo-lista/interfaces/catalog-asset-add-or-edit.interface.ts","interface","QUARANTINE_CANDIDATE","HIGH","CatalogAssetAddOrEdit sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/mantenimiento.luxuryapp/logs/maintenance-log/recorrido-mantenimiento-bitacora-add.ts","component","QUARANTINE_CANDIDATE","HIGH","RecorridoMantenimientoBitacoraAdd sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/operations.luxuryapp/manuals/biblioteca/manuals-and-processes/manual-pdf.service.ts","service","QUARANTINE_CANDIDATE","HIGH","ManualPdfService sin inyeccion en ningun componente.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/operations.luxuryapp/panic-alert/interfaces/panic-alert-status.enum.ts","enum","QUARANTINE_CANDIDATE","HIGH","PanicAlertStatus sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/operations.luxuryapp/task-engine/tasks/my-tasks/my-task.interface.ts","interface","QUARANTINE_CANDIDATE","HIGH","IMyITaskMessageDTOForm sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/reclutamiento.luxuryapp/reclutamiento-y-altas-bajas/reclutamiento-solicitudes/vacancy-requests/register-employe-to-vacancy.ts","component","QUARANTINE_CANDIDATE","HIGH","RegisterEmployeToVacancy sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/supplier.luxuryapp/pr/cedula-presupuestal/cedula-cliente-list.ts","component","QUARANTINE_CANDIDATE","HIGH","CedulaClienteList sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/supplier.luxuryapp/pr/purchase-request/purchase-request-create.dto.ts","interface","QUARANTINE_CANDIDATE","HIGH","PurchaseRequestCreateDTO sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/constants/critical-customer-ids.ts","constant","QUARANTINE_CANDIDATE","HIGH","CRITICAL_CUSTOMER_IDS y helpers sin referencias en todo src.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/constants/mx-masks.ts","constant","QUARANTINE_CANDIDATE","HIGH","MX_MASKS/MX_MASK_LABELS/MxMaskKey sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/almacen.dto.ts","interface","QUARANTINE_CANDIDATE","HIGH","AlmacenAddOrEditDto/AlmacenDto sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/auth-login.dto.ts","interface","QUARANTINE_CANDIDATE","HIGH","LoginDto sin referencias (posible duplicado de otro DTO de login activo).","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/auth-refresh-token-request.dto.ts","interface","QUARANTINE_CANDIDATE","HIGH","RefreshTokenRequest sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/auth-validate-token.dto.ts","interface","QUARANTINE_CANDIDATE","HIGH","ValidateToken sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/chart-data.interface.ts","interface","QUARANTINE_CANDIDATE","HIGH","ChartData sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/migration-verification-log.interface.ts","interface","QUARANTINE_CANDIDATE","HIGH","MigrationVerificationLog sin referencias; nombre sugiere script de migracion ya completado.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/model-token.interface.ts","interface","QUARANTINE_CANDIDATE","HIGH","ModelToken sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/notification.interface.ts","interface","QUARANTINE_CANDIDATE","HIGH","NotificationUser sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/product-list-form.interface.ts","interface","QUARANTINE_CANDIDATE","HIGH","ProductoListAdd sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/product-select-item.interface.ts","interface","QUARANTINE_CANDIDATE","HIGH","ProductSelectItem sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/recurring-tasks/complete-task-instance.dto.ts","interface","QUARANTINE_CANDIDATE","HIGH","CompleteTaskInstanceDto sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/recurring-tasks/create-task-comment.dto.ts","interface","QUARANTINE_CANDIDATE","HIGH","CreateTaskCommentDto sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/recurring-tasks/create-task-template.dto.ts","interface","QUARANTINE_CANDIDATE","HIGH","CreateTaskTemplateDto/CreateTaskTemplateItemDto sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/recurring-tasks/update-task-template.dto.ts","interface","QUARANTINE_CANDIDATE","HIGH","UpdateTaskTemplateDto sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/update-description.interface.ts","interface","QUARANTINE_CANDIDATE","HIGH","UpdateDescription sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/interfaces/upload-event.interface.ts","interface","QUARANTINE_CANDIDATE","HIGH","UploadEvent sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/services/export-pdf.service.ts","service","QUARANTINE_CANDIDATE","HIGH","Sin clase exportada detectada (revisar contenido) y sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/core/testing/ionic-mock-factory.ts","util","QUARANTINE_CANDIDATE","HIGH","MockIonComponent sin uso; probablemente reemplazado por ionic-mocks.ts (activo, usado por especs).","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/routing/permissions.routing.ts","route","QUARANTINE_CANDIDATE","HIGH","permissionsRoutes sin referencias en ningun archivo de routing activo.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/shared/ui/base/menu-item.model.ts","model","QUARANTINE_CANDIDATE","HIGH","LxMenuItem sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/shared/ui/headless/use-button.ts","util","QUARANTINE_CANDIDATE","HIGH","useButton/UseButtonOptions sin referencias (posible experimento de patron headless no adoptado).","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/contabilidad.luxuryapp/ar/espejo-aspel/projected-expenses.interface.ts","interface","QUARANTINE_CANDIDATE","MEDIUM","Referenciado solo por general-ledger/espejo-aspel/projected-expenses.interface.ts, que es a su vez otro candidato sin uso (cadena de archivos muertos).","","false","false","true","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/contabilidad.luxuryapp/general-ledger/espejo-aspel/projected-expenses.interface.ts","interface","QUARANTINE_CANDIDATE","HIGH","Duplicado del anterior (ar/espejo-aspel); ninguna de las dos copias tiene consumidores reales.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/recursos-humanos.luxuryapp/expediente-del-empleado/recursos-humanos/interfaces/request-type.interface.ts","interface","QUARANTINE_CANDIDATE","MEDIUM","Referenciado solo por tipo-solicitud.interface.ts, tambien candidato (cadena de archivos muertos).","","false","false","true","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/recursos-humanos.luxuryapp/expediente-del-empleado/recursos-humanos/interfaces/tipo-solicitud.interface.ts","interface","QUARANTINE_CANDIDATE","MEDIUM","Referenciado solo por request-type.interface.ts, tambien candidato (cadena de archivos muertos).","","false","false","true","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/shared/ui/web/primeng-tooltip/primeng-tooltip.ts","directive","QUARANTINE_CANDIDATE","MEDIUM","Referenciado unicamente por otro archivo tambien sin uso real (cadena de archivos muertos); revisar si sustituye a app/shared/ui/adaptive/tooltip/tooltip.ts.","","false","false","true","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/admin.luxuryapp/herramientas-dev/catalog-component-ui/interfaces/print-config.model.spec.ts","spec","QUARANTINE_CANDIDATE","HIGH","Spec placeholder: solo contiene expect(true).toBe(true). Nombre no coincide con ningun archivo real (existe print-config.interface.ts, no print-config.model.ts).","","false","false","false","Eliminar junto con print-config.interface.ts si se confirma que ambos son residuos de scaffold."
"src/app/apps/admin.luxuryapp/seguridad-permisos/customer-modul/interfaces/customer-modul.dto.spec.ts","spec","QUARANTINE_CANDIDATE","HIGH","Spec placeholder: solo expect(true).toBe(true). No existe customer-modul.dto.ts en el directorio (solo customer-modul-group.interface.ts y customer-modul-list-item.interface.ts).","","false","false","false","Eliminar; no prueba nada real."
"src/app/core/services/pagination.service.spec.ts","spec","REVIEW_MANUAL","HIGH","ROTO: importa ""./pagination.service"" y la clase PaginationService, que ya NO existen en el proyecto (el servicio fue renombrado/reemplazado por pagination-store.ts, sin clase PaginationService). Este spec fallaria al compilar/ejecutar si vitest lo recogiera.","","false","false","false","Ejecutar npx vitest run src/app/core/services/pagination.service.spec.ts para confirmar el fallo; luego eliminar o reescribir contra pagination-store.ts."
"src/app/apps/supplier.luxuryapp/providers/provider/employee-provider-form.spec.ts","spec","QUARANTINE_CANDIDATE","HIGH","Prueba un archivo que ya no existe en esa ruta (providers/provider/, plural). El componente EmployeeProviderForm real vive ahora en supplier.luxuryapp/provider/ (singular) y es usado por candidate-recruitment-interviews.ts. La carpeta providers/ (plural) parece un residuo de un rename de carpeta.","","false","false","false","Confirmar que provider/employee-provider-form.ts (singular) tiene su propio spec vigente antes de borrar este."
"src/app/apps/cobranza.luxuryapp/cobranza-online/image.png","asset","QUARANTINE_CANDIDATE","MEDIUM","Imagen suelta dentro de una carpeta de feature (no en assets/); sin referencias por nombre de archivo en HTML/CSS/TS. Los assets reales de la app viven en public/assets/images.","","false","false","false","Confirmar visualmente el contenido de la imagen antes de eliminar (puede ser un mockup de diseno olvidado)."
